business_id,categories,city,latitude,longitude,name,postal_code,review_count,stars,state,isBankrupt,county,isChain,density,cluster,neighborhood,ethnics,types,Dessert,time,tableService,alcohol,caters,hasTV,forGroups,noiceLevel,hasWiFi,attire,reservations,outdoorSeating,acceptCreditCard,priceRange,delivery,takeOut,goodForKids,driveThru,wheelchairAccessible,dogsAllowed,happyHour,smoking,garage,street,validated,lot,valet
H9ZYzsVPmjeV7lnQYx0MGg,"['Diners', 'American (Traditional)', 'Restaurants']",Phoenix,33.5098255,-112.1094222,Country Boys Restaurants,85015,42,3.5,AZ,0,Maricopa County,1,2493,363,9,['American'],[],False,"['Lunch', 'Dinner', 'Breakfast']",True,False,False,True,True,average,free,casual,False,False,True,1.0,False,True,True,,True,,,,False,False,False,True,False
oXIYs7rxT-bdgpeYzBfrzA,"['Restaurants', 'Mexican']",Glendale,33.636860299999995,-112.200806,Caramba Mexican Food,85308,98,4.0,AZ,0,Maricopa County,1,477,249,10,['Mexican'],[],False,"['Lunch', 'Dinner']",False,True,True,True,True,average,no,casual,False,True,True,1.0,False,True,True,,True,False,,,False,False,False,True,False
0U0odWV4aGw2k-bIUKhO2w,"['American (Traditional)', 'Soul Food', 'Southern', 'Restaurants']",Phoenix,33.406920954,-112.037948929,Ewn's 2,85040,18,4.0,AZ,1,Maricopa County,0,2493,328,6,['American'],[],False,['Lunch'],True,False,True,True,True,average,no,casual,False,True,True,2.0,False,True,True,,,,,,False,False,False,False,False
sLKpRaFns5Uqw1IEzK6obA,"['Greek', 'Mediterranean', 'Restaurants']",Phoenix,33.4953677,-111.9940738,Z's Greek,85016,376,4.5,AZ,0,Maricopa County,0,2493,704,10,['European' 'MiddleEast'],[],False,"['Lunch', 'Dinner']",False,False,True,True,True,average,no,casual,True,True,True,1.0,False,True,True,,True,,,,False,False,False,True,False
6UjC8B-WvhsuiTrIeVqHnA,"['Sandwiches', 'Fast Food', 'Restaurants', 'Food']",Phoenix,33.4471501,-112.0733524,Subway,85004,3,2.5,AZ,1,Maricopa County,1,2493,713,62,[],['Fast Food'],False,[],False,False,True,True,False,average,free,casual,False,False,True,1.0,False,True,True,False,,,,,False,False,False,False,False
ElcXChLrnGHK7EhRuHfIzA,"['Restaurants', 'Fast Food', 'Sandwiches']",Peoria,33.6830919,-112.2369447,Subway,85382,4,3.0,AZ,0,Maricopa County,1,246,434,10,[],['Fast Food'],False,[],False,False,,False,True,,,casual,False,False,True,1.0,False,True,True,False,,,,,False,False,False,False,False
AlxCPmH_gC3uk3hHRBBd1w,"['Restaurants', 'Sushi Bars', 'Food', 'Desserts', 'Japanese', 'Ramen']",Glendale,33.61164004,-112.183522763,Sushi Plus,85306,111,4.5,AZ,0,Maricopa County,0,477,99,18,['EastAsia'],['Asian Ethnics' 'Bakeries & Desserts' 'Noodles'],False,"['Lunch', 'Dinner']",True,True,,True,True,quiet,free,casual,True,False,True,2.0,False,True,True,,,,,,False,False,False,True,False
ZOpiqtjJlcC8-VctNHE8xg,"['Restaurants', 'Bakeries', 'Sandwiches', 'Donuts', 'Food']",Phoenix,33.6299055,-112.0312287,The Original Rainbow Donuts,85032,89,4.5,AZ,0,Maricopa County,1,2493,228,7,[],['Bakeries & Desserts' 'Fast Food'],False,[],,False,True,,False,average,,casual,False,True,True,1.0,False,True,True,,True,,,,False,False,False,True,False
x1KYj6p88WAcBxNlj8Ky7A,"['Restaurants', 'Pizza', 'Italian', 'Chicken Wings']",Glendale,33.5658429,-112.1521781,Pizza Hut,85302,12,2.5,AZ,0,Maricopa County,1,477,221,13,['European'],['Chicken' 'Pizza'],False,[],,True,False,True,True,,no,casual,False,False,True,2.0,True,True,True,,False,,,,,,,,
5OZS7Sz7oX6XBL7KZE0G1Q,"['Thai', 'Restaurants']",Phoenix,33.4799381,-112.08089309999998,Jasmine Thai Cuisine,85013,87,3.5,AZ,1,Maricopa County,0,2493,103,42,['SouthEastAisa'],[],False,"['Lunch', 'Dinner']",True,False,False,False,True,quiet,no,casual,True,False,True,2.0,False,True,True,,True,,,,False,False,False,True,False
I_WWH2vYccjz-QxW3u1zJA,"['Chinese', 'Buffets', 'Restaurants']",Phoenix,33.4815508,-112.21960690000002,Hibachi Grill & Supreme Buffet,85033,56,3.0,AZ,0,Maricopa County,1,2493,293,27,['Chinese'],['Buffets'],False,['Lunch'],True,False,False,False,True,average,no,casual,False,False,True,1.0,False,True,True,,True,,,,False,False,False,True,False
tamr4J75GguGhF1hm1wEaA,"['Restaurants', 'Sandwiches', 'Delis', 'Fast Food']",Tempe,33.4342548462,-111.925406794,Jersey Mike's Subs,85281,85,3.5,AZ,0,Maricopa County,1,611,557,7,[],['Fast Food' 'Meat'],False,['Lunch'],False,False,True,True,True,average,no,casual,False,True,True,1.0,False,True,True,False,True,,,,False,False,False,True,False
N8uKQ5Vdb1LAh-qXT_25Rg,"['Sandwiches', 'Pizza', 'Restaurants', 'Soup', 'Italian']",Phoenix,33.5105022014,-112.072248749,Lou Malnati's Pizzeria,85012,792,4.0,AZ,0,Maricopa County,1,2493,128,27,['European'],['Fast Food' 'Pizza' 'Soup'],False,"['Lunch', 'Dinner']",True,True,True,True,True,average,free,casual,False,True,True,2.0,True,True,True,,True,,,,False,False,False,True,False
xJxfGReFZqZ1DDppESxMVA,"['Burgers', 'Fast Food', 'Restaurants']",Tempe,33.3342104,-111.9466831,Wendy's,85284,11,1.5,AZ,0,Maricopa County,1,611,423,7,[],['Fast Food'],False,[],,,,False,True,,,casual,False,False,True,1.0,False,True,True,True,,,,,False,False,False,False,False
vyiIeaO7F58Cns9LWVIEHw,"['Art Schools', 'Restaurants', 'Custom Cakes', 'Food', 'Internet Cafes', 'Dance Schools', 'Bakeries', 'Education', 'Specialty Schools', 'Desserts', 'Preschools', 'Cupcakes']",Goodyear,33.3602393,-112.40530459999998,Cakes By Leah,85338,135,4.5,AZ,0,Maricopa County,0,130,261,2,[],['Bakeries & Desserts' 'Coffee & Tea'],False,[],False,,True,False,,,,,False,False,True,2.0,True,False,,,False,False,,,False,False,False,False,False
pTCyou_1EKkm1MUeejFLag,"['Cafes', 'Coffee & Tea', 'Restaurants', 'Food', 'Coffee Roasteries']",Tempe,33.4250152612,-111.935203074,Royal Coffee Bar and Roasting,85281,47,4.5,AZ,0,Maricopa County,0,611,756,20,[],['Coffee & Tea'],False,[],False,False,False,False,True,quiet,free,casual,False,True,True,1.0,False,False,False,,,,,,False,True,False,False,False
tT0rnI7TTbkcazKyehfutw,"['Meat Shops', 'Restaurants', 'Food', 'Butcher', 'Specialty Food']",Chandler,33.3047224,-111.8999737,Omaha Steaks,85226,8,4.0,AZ,1,Maricopa County,0,524,33,26,[],[],False,[],,,,,,,,,,,True,3.0,,False,,,,,,,False,False,False,False,False
LqO_983CEmi1_X1En4mZow,"['Steakhouses', 'Italian', 'Seafood', 'Bars', 'Nightlife', 'Cocktail Bars', 'Restaurants']",Glendale,33.536662,-112.182097,Desert Rose Steakhouse,85301,106,3.5,AZ,0,Maricopa County,0,477,1,26,['European'],['Alcohol' 'Meat' 'Seafood'],False,['Dinner'],True,True,False,True,True,average,free,casual,True,False,True,2.0,False,True,True,,True,False,True,no,False,True,False,False,False
my-7Vuyb0_e-ciCjtacOIA,"['Fast Food', 'Restaurants', 'Sandwiches']",Avondale,33.493817,-112.290596,Subway,85323,7,2.5,AZ,0,Maricopa County,1,127,389,19,[],['Fast Food'],False,[],False,False,True,False,True,average,,casual,False,False,True,1.0,False,True,True,False,,,,,False,False,False,False,False
mDiFWhywAziq9SKnj6am_Q,"['Bars', 'Nightlife', 'Seafood', 'Italian', 'Restaurants', 'Pizza']",Phoenix,33.5763074,-112.065576,Ziggys IL Posto,85020,162,4.0,AZ,0,Maricopa County,0,2493,299,9,['European'],['Alcohol' 'Pizza' 'Seafood'],False,['Dinner'],True,True,True,True,True,average,free,casual,True,True,True,2.0,False,True,True,,True,True,True,no,False,False,False,True,False
aBmuthrQ7yP8cnbgkxU5Ug,"['Italian', 'Pizza', 'Restaurants', 'Greek']",Phoenix,33.4880275,-112.0299544,24th Street Pizza & Gyros,85016,60,3.0,AZ,0,Maricopa County,0,2493,349,7,['European'],['Pizza'],False,['Lunch'],True,False,True,False,False,quiet,free,casual,False,True,True,1.0,True,True,True,,True,False,,,False,False,False,True,False
JwyH48vqADWY6HieOMDxgQ,"['Greek', 'American (Traditional)', 'Mediterranean', 'Restaurants']",Tempe,33.4246763733,-111.93985089600001,My Big Fat Greek Restaurant,85281,267,3.5,AZ,1,Maricopa County,0,611,28,29,['American' 'European' 'MiddleEast'],[],False,"['Lunch', 'Dinner']",True,True,True,True,True,average,free,casual,True,True,True,2.0,False,True,True,,True,,,,False,True,False,False,False
lZ5rd3YxWTcCPJi45hvw7w,"['Restaurants', 'American (New)', 'Nightlife', 'Bars', 'Tex-Mex', 'American (Traditional)']",Phoenix,33.6677321019,-112.124066288,Chili's,85027,57,3.0,AZ,0,Maricopa County,1,2493,575,17,['American' 'Mexican'],['Alcohol'],True,['Lunch'],True,True,False,True,True,average,free,casual,False,False,True,2.0,False,True,True,,,,True,,False,False,False,True,False
F73T-N5lRNL2Gcpg0Q4KKw,"['Wine Bars', 'Bars', 'Italian', 'Nightlife', 'Food', 'Restaurants', 'Desserts']",Paradise Valley,33.5303579,-111.925905,Fat Ox,85253,160,4.0,AZ,0,Maricopa County,0,54,81,25,['European'],['Alcohol' 'Bakeries & Desserts'],False,['Dinner'],True,True,True,True,True,very_loud,free,dressy,True,True,True,3.0,False,True,False,,True,,True,no,False,False,False,True,True
tIOjJWfu4Dqz-FIzXHRvCg,"['Food', 'Restaurants', 'Fast Food', 'Salad']",Phoenix,33.5236942821,-112.064375058,Salad and Go,85014,63,4.5,AZ,0,Maricopa County,1,2493,44,17,[],['Fast Food' 'Salad'],False,"['Lunch', 'Breakfast']",False,False,True,False,False,average,no,casual,False,True,True,1.0,False,True,True,True,,,,,False,False,False,False,False
ePuf-SdhVzNojTRRlu8J6w,"['Nightlife', 'Restaurants', 'American (New)', 'Bars', 'Irish Pub']",Cave Creek,33.829051926,-111.92905449700001,Mountain View Pub,85331,80,2.5,AZ,0,Maricopa County,0,58,747,9,['American'],['Alcohol'],False,['Lunch'],True,True,False,True,True,very_loud,,casual,False,True,True,2.0,False,True,True,,,,True,outdoor,False,False,False,True,False
qYGJCgG24rQlNwWkFFZ3og,"['American (New)', 'Food', 'Coffee & Tea', 'Restaurants']",Tempe,33.4133004,-111.9741695,Cafe @ Rio,85281,9,4.0,AZ,0,Maricopa County,0,611,111,11,['American'],['Coffee & Tea'],False,['Lunch'],False,False,True,True,True,average,free,casual,False,True,True,1.0,False,True,False,,,,,,True,False,False,False,False
Gcx4rSqPd3eeNbG83VThrg,"['Restaurants', 'American (New)', 'Bars', 'Nightlife', 'Pubs']",Paradise Valley,33.5297343588,-111.97257835799999,Centro Lounge,85253,19,4.0,AZ,0,Maricopa County,0,54,144,3,['American'],['Alcohol'],False,['Lunch'],True,True,,True,True,average,free,casual,False,True,True,2.0,False,True,True,,True,True,True,outdoor,True,False,True,True,True
dunZ7E-LwPvkAS6ERVa8gw,"['Pizza', 'Restaurants']",Glendale,33.6536166,-112.13522140000002,Hungry Howie's Pizza,85308,19,2.0,AZ,0,Maricopa County,1,477,15,6,[],['Pizza'],False,[],False,False,True,False,True,,,casual,False,False,True,1.0,True,True,True,,True,False,,,False,False,False,False,False
7-p1-QG4a1-kWoPFI2mUYg,"['Lounges', 'Nightlife', 'Hotels', 'Event Planning & Services', 'Restaurants', 'Bars', 'Hotels & Travel', 'American (New)']",Mesa,33.406710600000004,-111.68157279999998,Annabelle's Dining & Lounge,85206,13,2.5,AZ,0,Maricopa County,0,778,457,23,['American'],['Alcohol' 'SpecialLocations'],False,['Brunch'],True,True,True,True,True,average,no,casual,True,True,True,2.0,False,True,True,,True,,True,no,False,False,False,True,False
skoASvPtw6hzzURJSzjZJw,"['American (Traditional)', 'Breakfast & Brunch', 'Restaurants']",Peoria,33.7117986142,-112.27410337799999,IHOP,85383,5,2.5,AZ,0,Maricopa County,1,246,127,26,['American'],[],False,[],,,,,,,,,,,True,,False,,True,,,,,,False,False,False,False,False
9sj2psPlhRi_SNOEvFHLDA,"['Fast Food', 'Sandwiches', 'Restaurants']",Chandler,33.26320130000001,-111.8591003,Arby's,85248,9,4.0,AZ,0,Maricopa County,1,524,59,29,[],['Fast Food'],False,[],False,,,False,True,,free,casual,False,True,True,1.0,False,True,True,True,,,,,,,,,
g5Y4swQmgMPjeIyBNEo1xA,"['Sandwiches', 'Fast Food', 'Restaurants']",Tempe,33.3204263123,-111.93065701399999,Arby's,85284,9,3.0,AZ,1,Maricopa County,1,611,82,23,[],['Fast Food'],False,[],,,,False,False,quiet,,casual,False,,True,1.0,False,True,True,,,,,,,,,,
bP2TCP9CFqIdM0fCsqxHow,"['Fast Food', 'Restaurants']",Phoenix,33.3910257,-112.134182,Jack In the Box,85041,4,3.0,AZ,0,Maricopa County,1,2493,119,8,[],['Fast Food'],False,[],False,False,,False,True,average,,casual,False,,True,1.0,False,True,True,True,,,,,False,False,False,False,False
X5ywqgzCL9FvKRNSrBd4YA,"['Pizza', 'Restaurants', 'Food']",Peoria,33.5805437923,-112.255723159,Pizza Hut,85345,5,1.0,AZ,0,Maricopa County,1,246,257,9,[],['Pizza'],False,[],,,,,True,,,,,,True,,True,True,,,,,,,,,,,
5lZpyuWjC7L9uJfLfqIQ_w,"['Restaurants', 'Japanese', 'Noodles', 'Ramen', 'Soup']",Tempe,33.3329516,-111.9472856,Hachi Ramen,85284,129,4.0,AZ,0,Maricopa County,0,611,423,7,['EastAsia'],['Noodles' 'Soup'],False,"['Lunch', 'Dinner']",True,True,False,True,True,quiet,no,casual,False,False,True,1.0,False,True,True,,True,False,,,False,False,False,True,False
6EYmMjaQU0UHjA8PbQKI7Q,"['Sandwiches', 'Fast Food', 'Restaurants']",Mesa,33.3954461,-111.6841514,Subway,85206,3,3.5,AZ,0,Maricopa County,1,778,648,17,[],['Fast Food'],False,[],False,False,True,False,True,average,,,False,False,True,1.0,False,,True,False,,,,,,,,,
ODQq6ba0rtpT2Iw0gY68Ug,"['Japanese', 'Asian Fusion', 'Restaurants', 'Food', 'Poke', 'Sushi Bars']",Chandler,33.3156289,-111.9690604,Tokyo Joe's,85226,94,3.5,AZ,0,Maricopa County,1,524,270,27,['EastAsia'],['Asian Ethnics'],False,['Lunch'],False,True,False,False,True,average,free,casual,False,True,True,1.0,False,True,True,,True,False,,,False,False,False,True,False
tduDcM1hWHPeyQ9SRPTQmQ,"['Event Planning & Services', 'Caterers', 'Hot Dogs', 'Restaurants', 'Barbeque']",Tempe,33.3777945,-111.93819609999998,Tom's BBQ,85283,170,3.5,AZ,0,Maricopa County,1,611,120,11,[],['Caterers' 'Fast Food' 'Meat'],False,"['Lunch', 'Dinner']",False,False,True,False,True,average,no,casual,False,True,True,2.0,False,True,True,,,,,,False,False,False,True,False
8Zqh2jwtncA3N4fWEMTvZQ,"['Vegan', 'Pizza', 'Gluten-Free', 'Sandwiches', 'Breakfast & Brunch', 'Restaurants']",Phoenix,33.5763327,-112.065512,Scramble A Breakfast Joint,85020,735,4.0,AZ,0,Maricopa County,0,2493,299,9,[],['Fast Food' 'Gluten-Free' 'Pizza' 'Vegetarian'],False,"['Breakfast', 'Brunch']",False,False,True,True,True,average,free,casual,False,True,True,2.0,False,True,True,,True,True,,,False,False,False,True,False
7kXlvkT5b-bIFa2dIecabQ,"['Breakfast & Brunch', 'Food', 'Coffee Roasteries', 'Coffee & Tea', 'Restaurants']",Chandler,33.2944067,-111.9014695,Press Coffee - Palette Chandler,85226,12,4.5,AZ,0,Maricopa County,0,524,471,23,[],['Coffee & Tea'],False,[],,,,,,,free,,,False,True,2.0,False,False,,,True,,,,False,False,False,True,False
B-pELAaG6vPfa3eQAUk98A,"['Japanese', 'Restaurants', 'Sushi Bars']",Mesa,33.3626731,-111.8780245,Sushi Stop Udon & Grill,85202,83,4.5,AZ,0,Maricopa County,0,778,229,16,['EastAsia'],['Asian Ethnics'],False,['Lunch'],True,False,False,True,True,quiet,no,casual,False,False,True,2.0,False,True,True,,,,,,False,False,False,False,False
QpSUvreiuTGDjZ8dMKYDTg,"['Restaurants', 'Hotels', 'Event Planning & Services', 'Hotels & Travel']",Mesa,33.308194131,-111.68498499100001,Four Points by Sheraton Mesa-Gateway Airport,85212,31,3.5,AZ,0,Maricopa County,0,778,74,13,[],['SpecialLocations'],False,[],,,,,,,free,,,,True,2.0,,,,,,,,,,,,,
VEM9ddboePvhvucd3jAbVQ,"['Burgers', 'Restaurants', 'Fast Food']",Phoenix,33.4806815,-111.9856738,McDonald's,85018,23,2.5,AZ,0,Maricopa County,1,2493,681,12,[],['Fast Food'],False,"['Breakfast', 'Brunch']",False,False,False,True,True,quiet,free,casual,False,False,True,1.0,False,True,True,True,,,,,False,False,False,False,False
S6TMBqrsi4PLRFoQFPScjQ,"['Vegetarian', 'Restaurants', 'Vegan']",Phoenix,33.47014,-112.065474,Green New American Vegetarian,85004,693,4.5,AZ,0,Maricopa County,1,2493,510,17,[],['Vegetarian'],False,"['Lunch', 'Dinner']",False,True,True,False,True,average,free,casual,True,True,True,2.0,False,True,True,,,,,,False,False,False,True,False
idotH1un0AYxoEWTQP_bRg,"['Italian', 'Fast Food', 'Chicken Wings', 'Restaurants', 'Pizza']",Scottsdale,33.5871096156,-111.83734988200001,Pizza Hut,85259,11,2.5,AZ,0,Maricopa County,1,844,114,21,['European'],['Chicken' 'Fast Food' 'Pizza'],False,[],,False,False,,False,,,,False,,True,1.0,True,True,False,,False,,,,False,False,False,False,False
SuwhEmo9wE4Tis4i3Sg4Kw,"['Sandwiches', 'Food', 'Restaurants', 'Breakfast & Brunch', 'Coffee & Tea']",Phoenix,33.676354,-111.9736513,Starbucks,85050,4,3.0,AZ,0,Maricopa County,1,2493,551,15,[],['Coffee & Tea' 'Fast Food'],False,['Breakfast'],False,False,False,False,False,average,free,casual,False,True,True,1.0,False,True,True,,,,,,False,False,False,False,False
kP2wC0luve3mT5fcdrA3nQ,"['Restaurants', 'Caterers', 'Chinese', 'Event Planning & Services']",Phoenix,33.495343,-112.022973,China Village,85016,168,4.0,AZ,0,Maricopa County,0,2493,5,7,['Chinese'],['Caterers'],False,"['Lunch', 'Dinner']",True,True,True,True,True,quiet,no,casual,False,False,True,2.0,False,True,True,,True,,,,False,False,False,True,False
KtByU3UDMR19himevLdzqg,"['Food', 'Vegan', 'Desserts', 'Bakeries', 'Restaurants', 'Specialty Food']",Phoenix,33.4588655,-112.0910707,Treehouse Bakery,85007,161,4.5,AZ,1,Maricopa County,0,2493,563,7,[],['Bakeries & Desserts' 'Vegetarian'],True,[],False,False,True,False,False,quiet,free,casual,False,False,True,1.0,False,True,True,,True,,,,False,False,False,True,False
ycd3DfIYG-oAiyHXPPZjBA,"['Pita', 'Sandwiches', 'Mediterranean', 'Restaurants', 'Fast Food']",Tempe,33.4234957305,-111.94023773100001,Pita Pit,85281,55,3.0,AZ,0,Maricopa County,1,611,28,29,['MiddleEast'],['Fast Food' 'Pita'],False,['Lunch'],False,False,True,False,True,average,free,casual,False,True,True,1.0,True,True,True,False,,,,,False,False,False,False,False
_MI20v3QRDrCVXgpzje-Ag,"['Sandwiches', 'Restaurants', 'Burgers', 'Breakfast & Brunch', 'Caterers', 'Event Planning & Services', 'Salad']",Phoenix,33.6919039,-112.0988342,City Square Deli & Grill,85027,83,5.0,AZ,0,Maricopa County,0,2493,481,5,[],['Caterers' 'Fast Food' 'Salad'],False,"['Lunch', 'Breakfast']",False,False,True,True,False,average,free,casual,False,True,True,1.0,True,True,True,False,True,,,,False,False,False,False,False
NpozCEWra9PkYtxCtCPr6Q,"['Nightlife', 'Bars', 'American (Traditional)', 'Airport Lounges', 'Restaurants']",Phoenix,33.4352014776,-111.99746147799999,Cheuvront Restaurant & Wine Bar,85034,3,2.5,AZ,0,Maricopa County,0,2493,467,31,['American'],['Alcohol'],False,[],,True,,,False,,,casual,False,,True,2.0,False,,False,,,,,,,,,,
PmkXtqIcjQGpNShB8yTSrA,"['Restaurants', 'Pizza']",Scottsdale,33.72979,-111.83618,Rosati's Pizza,85262,62,2.0,AZ,0,Maricopa County,1,844,76,2,[],['Pizza'],False,['Dinner'],True,True,,True,True,average,no,casual,True,True,True,2.0,True,True,True,,True,,,,False,False,False,True,False
0OvM4_xU5cJYCo0bsbVEQw,"['Restaurants', 'Fast Food']",Goodyear,33.3602393,-112.40530459999998,Carl's Jr.,85338,22,2.5,AZ,0,Maricopa County,1,130,261,2,[],['Fast Food'],False,['Breakfast'],False,False,False,True,True,average,free,casual,False,True,True,1.0,False,True,True,True,True,,,,False,False,False,False,False
vV1fHfmt6ExvLyR9tNMxQA,"['Restaurants', 'Burgers', 'Fast Food']",Gilbert,33.2669731,-111.68752,McDonald's,85297,38,1.5,AZ,0,Maricopa County,1,374,290,4,[],['Fast Food'],False,[],False,False,False,False,True,quiet,free,casual,False,True,True,1.0,False,True,True,True,,,,,,,,,
6nbmlMVmbifIjrEEbCaA6w,"['Specialty Food', 'Ethnic Food', 'Modern European', 'Food', 'Restaurants']",Phoenix,33.5527211,-112.1325882,Old Town Sarajevo,85051,264,4.5,AZ,0,Maricopa County,0,2493,295,15,['European'],[],False,"['Lunch', 'Dinner']",True,False,True,True,True,average,free,casual,True,False,True,1.0,False,True,True,,True,,,,False,False,False,True,False
Z2fCgJdvjhZVP34V86UKCg,"['Restaurants', 'Coffee & Tea', 'Donuts', 'Food']",Chandler,33.3142720175,-111.841024496,Bosa Donuts,85225,174,4.0,AZ,0,Maricopa County,1,524,177,14,[],['Bakeries & Desserts' 'Coffee & Tea'],False,[],,,True,,,,no,,,True,True,1.0,,True,,,True,,,,False,False,False,True,False
_VHOD-pcrAZFKNinI7GCUQ,"['Restaurants', 'Burgers']",Phoenix,33.6402278142,-112.061594613,Smashburger,85018,14,3.5,AZ,0,Maricopa County,1,2493,35,15,[],['Fast Food'],False,['Lunch'],False,False,False,False,True,quiet,no,casual,False,True,True,2.0,False,True,True,False,,,,,False,False,False,False,False
2aVQu4wnptrFM_kxDhhPIg,"['Gluten-Free', 'Food', 'Food Delivery Services', 'Restaurants']",Phoenix,33.442436900000004,-112.1814466,Freshly,85043,151,2.5,AZ,0,Maricopa County,0,2493,322,4,[],['Gluten-Free'],False,[],,,False,,,,,,,,True,2.0,,False,,,,,,,,,,,
jrFB2o5Gk2aRw22oNGxJKg,"['Restaurants', 'Fast Food', 'Sandwiches', 'Delis']",Chandler,33.3198527,-111.8972598,Firehouse Subs,85226,129,4.0,AZ,0,Maricopa County,1,524,355,11,[],['Fast Food' 'Meat'],False,"['Lunch', 'Dinner']",False,False,True,True,True,average,no,casual,False,True,True,1.0,False,True,True,False,True,,,,False,False,False,True,False
VMeXFzWwBF2PSHx6EpII4A,"['Mexican', 'Tacos', 'Restaurants']",Fountain Hills,33.6248749,-111.7180663,Maskadores Taco Shop,85268,68,4.5,AZ,0,Maricopa County,1,47,546,3,['Mexican'],['Tacos'],False,"['Lunch', 'Brunch']",False,False,,False,True,average,no,casual,False,True,True,1.0,False,True,True,,,,,,False,False,False,True,False
1GoI8TV5ngDEqoTmDK6Iow,"['Mexican', 'Restaurants']",Phoenix,33.5112969,-112.0470727,Ajo Al's Mexican Cafe,85009,152,3.5,AZ,0,Maricopa County,1,2493,98,22,['Mexican'],[],False,"['Lunch', 'Dinner']",True,True,True,True,True,average,no,casual,True,True,True,2.0,True,True,True,,True,,,,False,False,False,True,False
-Dnh48f029YNugtMKkkI-Q,"['Italian', 'Restaurants', 'Pizza']",Glendale,33.5383958,-112.1839753,La Piazza al Forno,85301,457,4.0,AZ,0,Maricopa County,0,477,1,26,['European'],['Pizza'],False,"['Lunch', 'Dinner']",True,True,False,False,True,average,no,casual,False,True,True,2.0,False,True,True,,True,,,,False,True,False,False,False
qdHFUvFhZjvNie3cZiJb9w,"['Restaurants', 'Seafood', 'Steakhouses', 'American (Traditional)']",Glendale,33.6531023,-112.2357715,Arrowhead Grill,85308,461,4.0,AZ,0,Maricopa County,0,477,600,12,['American'],['Meat' 'Seafood'],False,['Dinner'],True,True,False,True,True,average,free,casual,True,True,True,3.0,False,True,False,,True,,,,False,False,False,True,False
77FYW55qBiRAMZRxdIKApA,"['Restaurants', 'Pizza']",Phoenix,33.5670624,-112.0734489,Little Caesars Pizza,85020,8,3.0,AZ,0,Maricopa County,1,2493,604,10,[],['Pizza'],False,[],,,,,True,,,casual,False,,True,1.0,False,True,True,,,,,,,,,,
FFy_b5ylhCYUrAjbJSEvOw,"['Restaurants', 'Sandwiches']",Tempe,33.42791,-111.9404991,Which Wich,85281,48,3.5,AZ,0,Maricopa County,1,611,751,28,[],['Fast Food'],False,['Lunch'],False,False,True,True,True,average,free,casual,False,True,True,1.0,True,True,True,,True,,,,True,True,False,False,False
lpD3xIYuVaQA8xRSlKwn-Q,"['Restaurants', 'Mexican']",Tempe,33.3783035278,-111.90613555899999,La Fonda Mexican Restaurant & Cantina,85283,128,3.0,AZ,0,Maricopa County,0,611,6,10,['Mexican'],[],False,"['Lunch', 'Dinner']",True,True,True,True,True,average,no,casual,True,True,True,2.0,False,True,True,,True,False,,,False,False,False,True,False
rYPpbhnucRdLmpmcjUqoFA,"['Street Vendors', 'Restaurants', 'Mexican', 'Food', 'Tacos', 'Food Trucks']",Mesa,33.408596754,-111.822775923,El Bigo Taco,85210,13,4.5,AZ,0,Maricopa County,0,778,108,7,['Mexican'],['SpecialLocations' 'Tacos'],False,[],False,False,False,False,True,loud,no,casual,False,True,False,3.0,False,True,True,,,,,,False,False,False,False,False
VxgjMl8tQrT4idJW_z8daA,"['Italian', 'Restaurants', 'Seafood']",Mesa,33.3846806,-111.6795479,Carrabba's Italian Grill,85209,123,4.0,AZ,0,Maricopa County,1,778,456,13,['European'],['Seafood'],False,['Dinner'],True,True,True,True,True,average,no,casual,True,True,True,2.0,False,True,True,,True,,,,False,False,False,True,False
lsTDUrYbsLHrEEkwOEZanA,"['Sandwiches', 'Soup', 'Restaurants', 'Salad']",Phoenix,33.639934000000004,-112.068172,Panera Bread,85022,60,2.0,AZ,0,Maricopa County,1,2493,506,25,[],['Fast Food' 'Salad' 'Soup'],False,['Lunch'],False,False,True,False,True,quiet,free,casual,False,True,True,2.0,False,True,True,,,,,,False,False,False,False,False
Kh8Ctqf7z4S6OJ9F7EsVpA,['Restaurants'],Phoenix,33.480668,-112.2225187,Carl's Jr,85033,9,2.0,AZ,0,Maricopa County,1,2493,293,27,[],[],False,[],False,False,False,False,True,average,,casual,False,False,True,1.0,False,True,True,,,,,,False,False,False,False,False
zPcF4fI18gSp42G17oHmmg,"['Buffets', 'Restaurants', 'Chinese']",Surprise,33.655788,-112.3740267,China City Super Buffet,85374,66,2.5,AZ,1,Maricopa County,1,157,186,16,['Chinese'],['Buffets'],False,['Lunch'],True,True,True,True,True,average,no,casual,False,False,True,2.0,False,True,True,,,,,,False,False,False,False,False
Ne4SRJFjZGM6GHr2VJ6gnQ,"['Fast Food', 'Tex-Mex', 'Restaurants', 'Mexican']",Peoria,33.71,-112.2723,Taco Bell,85383,25,2.5,AZ,0,Maricopa County,1,246,127,26,['Mexican'],['Fast Food'],False,[],,False,False,False,True,quiet,no,casual,False,False,True,1.0,False,True,True,True,,,,,False,False,False,False,False
